CodCaja,CodUsuario,FechaApe,FechaCie,MontoIni,mtoEfectivo,mtoCheques,mtoTarjetas,mtoTDebito,mtoNCredito,mtoPromocion,mtoCredito,cantEfectivo,cantCheques,cantTarjetas,cantNCredito,cantTDebito,cantPromocion,cantCredito,Glosa,Estado,CodArn,NumCierreZ,NumBolInicialZ,NumBolFinalZ,VentasDiaZ,VentasAcumZ,Usuario,FechaUlMod,mtoTransferencia,cantTransferencia,mtoTrestaurant,cantTrestaurant,CantFpay,mtoFpay,CantMpago,mtoMpago
03,felipe,2024-08-06 10:40:41,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,DesHacer Arqueo de caja,A,,0,0,0,0.0,0.0,FELIPE,2024-08-06 11:53:07.727,37400,0.0,0.0,0,0,0.0,0,0.0
